index,movie_name,document
891,Moana,"Moana In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right. Ron Clements John Musker Don Hall Chris Williams Auli'i Cravalho U 2016"
892,Sicario,Sicario An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico. Denis Villeneuve Emily Blunt Josh Brolin Benicio Del Toro Jon Bernthal A 2015
893,Creed,"Creed The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed. Ryan Coogler Michael B. Jordan Sylvester Stallone Tessa Thompson Phylicia Rashad A 2015"
894,Leviafan,"Leviafan In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family. Andrey Zvyagintsev Aleksey Serebryakov Elena Lyadova Roman Madyanov Vladimir Vdovichenkov R 2014"
895,Hell or High Water,Hell or High Water A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas. David Mackenzie Chris Pine Ben Foster Jeff Bridges Gil Birmingham R 2016
896,Philomena,"Philomena A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent. Stephen Frears Judi Dench Steve Coogan Sophie Kennedy Clark Mare Winningham PG-13 2013"
897,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier. Matt Reeves Gary Oldman Keri Russell Andy Serkis Kodi Smit-McPhee UA 2014
898,El cuerpo,El cuerpo A detective searches for the body of a femme fatale which has gone missing from a morgue. Oriol Paulo Jose Coronado Hugo Silva Belén Rueda Aura Garrido nan 2012
899,Serbuan maut,Serbuan maut A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs. Gareth Evans Iko Uwais Ananda George Ray Sahetapy Donny Alamsyah A 2011
900,End of Watch,"End of Watch Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves. David Ayer Jake Gyllenhaal Michael Peña Anna Kendrick America Ferrera A 2012"
901,Kari-gurashi no Arietti,"Kari-gurashi no Arietti The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered. Hiromasa Yonebayashi Amy Poehler Mirai Shida Ryûnosuke Kamiki Tatsuya Fujiwara U 2010"
902,A Star Is Born,A Star Is Born A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral. Bradley Cooper Lady Gaga Bradley Cooper Sam Elliott Greg Grunberg UA 2018
903,True Grit,True Grit A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer. Ethan Coen Joel Coen Jeff Bridges Matt Damon Hailee Steinfeld PG-13 2010
904,Hævnen,"Hævnen The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait. Susanne Bier Mikael Persbrandt Trine Dyrholm Markus Rygaard Wil Johnson R 2010"
905,Despicable Me,"Despicable Me When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better. Pierre Coffin Chris Renaud Steve Carell Jason Segel Russell Brand U 2010"
906,50/50,"50/50 Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease. Jonathan Levine Joseph Gordon-Levitt Seth Rogen Anna Kendrick Bryce Dallas Howard R 2011"
907,Kick-Ass,"Kick-Ass Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so. Matthew Vaughn Aaron Taylor-Johnson Nicolas Cage Chloë Grace Moretz Garrett M. Brown UA 2010"
908,Celda 211,"Celda 211 The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal. Daniel Monzón Luis Tosar Alberto Ammann Antonio Resines Manuel Morón nan 2009"
909,Moneyball,Moneyball Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players. Bennett Miller Brad Pitt Robin Wright Jonah Hill Philip Seymour Hoffman PG-13 2011
910,La piel que habito,"La piel que habito A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession. Pedro Almodóvar Antonio Banderas Elena Anaya Jan Cornet Marisa Paredes R 2011"
911,Zombieland,"Zombieland A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America. Ruben Fleischer Jesse Eisenberg Emma Stone Woody Harrelson Abigail Breslin A 2009"
912,Die Welle,Die Welle A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own. Dennis Gansel Jürgen Vogel Frederick Lau Max Riemelt Jennifer Ulrich nan 2008
913,Sherlock Holmes,Sherlock Holmes Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England. Guy Ritchie Robert Downey Jr. Jude Law Rachel McAdams Mark Strong PG-13 2009
914,The Blind Side,"The Blind Side The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family. John Lee Hancock Quinton Aaron Sandra Bullock Tim McGraw Jae Head UA 2009"
915,The Visitor,The Visitor A college professor travels to New York City to attend a conference and finds a young couple living in his apartment. Tom McCarthy Richard Jenkins Haaz Sleiman Danai Gurira Hiam Abbass PG-13 2007
916,Seven Pounds,Seven Pounds A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers. Gabriele Muccino Will Smith Rosario Dawson Woody Harrelson Michael Ealy UA 2008
917,Eastern Promises,Eastern Promises A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family. David Cronenberg Naomi Watts Viggo Mortensen Armin Mueller-Stahl Josef Altin R 2007
918,Stardust,"Stardust In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. Matthew Vaughn Charlie Cox Claire Danes Sienna Miller Ian McKellen U 2007"
919,The Secret of Kells,"The Secret of Kells A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers. Tomm Moore Nora Twomey Evan McGuire Brendan Gleeson Mick Lally nan 2009"
920,Inside Man,"Inside Man A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation. Spike Lee Denzel Washington Clive Owen Jodie Foster Christopher Plummer R 2006"
921,Gone Baby Gone,"Gone Baby Gone Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally. Ben Affleck Morgan Freeman Ed Harris Casey Affleck Michelle Monaghan R 2007"
922,La Vie En Rose,"La Vie En Rose Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy. Olivier Dahan Marion Cotillard Sylvie Testud Pascal Greggory Emmanuelle Seigner PG-13 2007"
923,Huo Yuan Jia,"Huo Yuan Jia A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation. Ronny Yu Jet Li Li Sun Yong Dong Yun Qu PG-13 2006"
924,The Illusionist,"The Illusionist In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing. Neil Burger Edward Norton Jessica Biel Paul Giamatti Rufus Sewell U 2006"
925,Dead Man's Shoes,Dead Man's Shoes A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago. Shane Meadows Paddy Considine Gary Stretch Toby Kebbell Stuart Wolfenden nan 2004
926,Harry Potter and the Half-Blood Prince,"Harry Potter and the Half-Blood Prince As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past. David Yates Daniel Radcliffe Emma Watson Rupert Grint Michael Gambon UA 2009"
927,300,300 King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C. Zack Snyder Gerard Butler Lena Headey David Wenham Dominic West A 2006
928,Match Point,"Match Point At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law. Woody Allen Scarlett Johansson Jonathan Rhys Meyers Emily Mortimer Matthew Goode R 2005"
929,Watchmen,"Watchmen In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it. Zack Snyder Jackie Earle Haley Patrick Wilson Carla Gugino Malin Akerman A 2009"
930,Lord of War,Lord of War An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent. Andrew Niccol Nicolas Cage Ethan Hawke Jared Leto Bridget Moynahan R 2005
931,Saw,"Saw Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer. James Wan Cary Elwes Leigh Whannell Danny Glover Ken Leung UA 2004"
932,"Synecdoche, New York","Synecdoche, New York A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play. Charlie Kaufman Philip Seymour Hoffman Samantha Morton Michelle Williams Catherine Keener R 2008"
933,Mysterious Skin,"Mysterious Skin A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth. Gregg Araki Brady Corbet Joseph Gordon-Levitt Elisabeth Shue Chase Ellison R 2004"
934,Jeux d'enfants,"Jeux d'enfants As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another. Yann Samuell Guillaume Canet Marion Cotillard Thibault Verhaeghe Joséphine Lebas-Joly R 2003"
935,Un long dimanche de fiançailles,"Un long dimanche de fiançailles Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One. Jean-Pierre Jeunet Audrey Tautou Gaspard Ulliel Jodie Foster Dominique Pinon U 2004"
936,The Station Agent,"The Station Agent When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss. Tom McCarthy Peter Dinklage Patricia Clarkson Bobby Cannavale Paul Benjamin R 2003"
